Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
cours bâtiment,89,89,50,19,0.62,https://www.cougnaud-construction.com/realisations/le-senat/,0,0,0.00,0.02,176000000,"[0,0,0,0,100,100,0,0,34,0,0,0]",2023-06-08,"Local pack, Image pack, Sitelinks, Video Carousel, People also ask, Find results on, Indented, Related searches",informational,Organic
vonstruction,72,72,90,62,0.79,https://www.cougnaud-construction.com/,0,0,0.00,0.02,5690000000,"[0,100,100,0,0,0,0,0,0,0,0,53]",2023-06-19,"Instant answer, Local pack, Top stories, Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches, See results about",commercial,Organic
:construction:,66,66,50,70,0.82,https://www.cougnaud-construction.com/,0,0,0.00,0.01,3080000000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2023-05-31,"Instant answer, Local pack, Top stories, Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches, See results about",informational,Organic
ecole maternelle beausoleil,31,31,50,13,0.00,https://www.cougnaud-construction.com/realisations/ecole-maternelle-exireuil/,0,0,0.00,0,81,"[18,18,18,18,100,100,100,18,100,18,81,18]",2023-06-20,"Local pack, Image pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
creche saint cyr,66,66,70,12,0.53,https://www.cougnaud-construction.com/realisations/maison-bleue-saint-cyr/,0,0,0.00,0.1,97,"[28,5,10,17,35,23,23,17,23,23,23,17]",2023-06-11,"Local pack, Image pack, Sitelinks, Reviews, Video Carousel, Find results on, Indented, Related searches",commercial,Organic
centre d entraînement,63,63,260,34,0.00,https://www.cougnaud-construction.com/realisations/centre-dentrainement/,0,0,0.00,0.01,26100000,"[81,66,81,100,81,81,66,54,54,4,10,6]",2023-06-15,"Local pack, Image pack, Sitelinks, Image, Find results on, Indented, Related searches",commercial,Organic
la redoute site officiel,93,93,260,45,0.45,https://www.cougnaud-construction.com/realisations/locaux-sociaux-la-redoute/,0,0,0.00,0.98,1860000,"[66,82,66,53,66,66,82,53,100,53,53,66]",2023-06-21,"Sitelinks, Ads top, People also ask, Related searches",navigational,Organic
village flottant pressac,51,55,2400,22,0.10,https://www.cougnaud-construction.com/realisations/point-d-accueil-village-flottant-pressac/,0,0,0.00,0.03,17500,"[65,65,81,81,54,54,29,22,29,43,29,65]",2023-06-25,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, FAQ, Indented, Related searches",navigational,Organic
funérarium beauvoir sur mer,22,22,50,15,1.29,https://www.cougnaud-construction.com/realisations/salon-funeraire-beauvoir-sur-mer/,0,0,0.00,0.03,83,"[7,12,7,0,5,7,5,10,17,23,17,23]",2023-05-29,"Local pack, Image, Find results on, Indented, Related searches",commercial,Organic
chantier atlantique,58,62,720,38,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-stx/,0,0,0.00,0,7380000,"[45,62,45,36,55,55,30,36,100,36,36,30]",2023-06-25,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, People also ask, FAQ, Find results on, Related searches","commercial, navigational",Organic
college saint exupery,41,41,2400,41,0.00,https://www.cougnaud-construction.com/realisations/college-saint-exupery/,0,0,0.00,0,1310000,"[66,80,27,44,100,80,66,52,80,66,80,80]",2023-06-22,"Local pack, Image pack, Sitelinks, Reviews, FAQ, Find results on, Indented, Related searches",informational,Organic
giraud construction,58,58,90,21,0.00,https://www.cougnaud-construction.com/realisations/locaux-medicaux-groupe-hospitalier-paul-girard/,0,0,0.00,0.01,3000000,"[12,12,12,12,9,34,34,34,34,65,53,12]",2023-06-02,"Local pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
sénat de paris,51,51,70,44,0.00,https://www.cougnaud-construction.com/realisations/le-senat/,0,0,0.00,0,27000000,"[21,21,0,0,64,64,64,50,100,78,35,14]",2023-06-24,"Knowledge panel, Image pack, Reviews, Image, People also ask, Indented, Related searches","navigational, transactional",Organic
paris sénat,50,50,110,55,0.00,https://www.cougnaud-construction.com/realisations/le-senat/,0,0,0.00,0,30300000,"[3,0,0,0,53,65,65,53,80,65,100,7]",2023-06-22,"Knowledge panel, Top stories, Image pack, Reviews, Image, People also ask, Indented, Related searches","navigational, transactional",Organic
veterinaire montpon,67,67,390,20,0.00,https://www.cougnaud-construction.com/realisations/clinique-veterinaire-bordeaux/,0,0,0.00,0,77,"[81,81,81,81,81,81,66,81,81,81,100,81]",2023-06-12,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches","informational, transactional",Organic
plu sartrouville,50,50,170,19,0.00,https://www.cougnaud-construction.com/realisations/sncf-reseau-sartrouville/,0,0,0.00,0,81200,"[65,65,65,53,34,81,65,43,34,53,81,81]",2023-06-01,"People also ask, Indented, Related searches",informational,Organic
dimension salle de classe,87,87,70,28,0.00,https://www.cougnaud-construction.com/realisations/salles-de-classe-la-beaujoire/,0,0,0.00,0,6020000,"[66,33,19,9,23,23,52,23,33,33,42,9]",2023-06-18,"Image pack, Sitelinks, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
hoffman green,37,37,140,31,0.00,https://www.cougnaud-construction.com/realisations/hoffmann-green-cement-technologies/,0,0,0.00,0,86,"[65,53,42,26,65,53,42,42,53,100,65,65]",2023-06-23,"Knowledge panel, Local pack, Top stories, Image pack, Sitelinks, FAQ, Find results on, Twitter carousel, Indented, Related searches","commercial, navigational",Organic
murs ossature bois,77,77,880,15,0.49,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/construction-bois/ossature-bois/mob-bois/,0,0,0.00,0.41,5300000,"[68,68,37,25,37,46,31,37,52,37,31,52]",2023-06-23,"Image pack, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
clinique veterinaire bordeaux,58,58,1000,28,0.77,https://www.cougnaud-construction.com/realisations/clinique-veterinaire-bordeaux/,0,0,0.00,0.01,770000,"[76,76,67,76,76,76,76,55,67,67,76,76]",2023-06-21,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
mur ossature bois,46,46,1900,16,0.49,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/construction-bois/ossature-bois/mob-bois/,0,0,0.00,0.41,6890000,"[66,52,44,36,52,52,66,44,66,66,66,66]",2023-06-23,"Image pack, Reviews, Image, People also ask, Related searches",informational,Organic
cc batiment,44,44,90,31,0.00,https://www.cougnaud-construction.com/realisations/bureaux-cc-vie-et-boulogne/,0,0,0.00,0.01,2810000,"[6,11,5,15,18,11,11,11,23,18,35,23]",2023-06-11,"Local pack, Reviews, People also ask, Find results on, Indented, Related searches",commercial,Organic
vétérinaire pineuilh,23,23,70,19,0.00,https://www.cougnaud-construction.com/realisations/clinique-veterinaire/,0,0,0.00,0.01,83,"[0,45,0,27,81,100,81,81,100,81,100,81]",2023-06-24,"Knowledge panel, Image pack, Reviews, Image, Indented",commercial,Organic
construcrion,88,88,90,62,0.00,https://www.cougnaud-construction.com/,0,0,0.00,0.01,2920000000,"[66,66,0,0,0,0,0,0,0,0,0,0]",2023-06-05,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, People also ask, Find results on, Related searches","commercial, informational",Organic
salle poly,90,90,390,19,0.42,https://www.cougnaud-construction.com/realisations/salle-polyvalente-saint-avertin/,0,0,0.00,0.01,8200000,"[81,54,2,44,54,100,54,66,100,19,66,54]",2023-06-15,"Local pack, Image pack, Reviews, Image, Find results on, Indented, Related searches",informational,Organic
hoffmann green cement technologies,32,32,480,33,0.00,https://www.cougnaud-construction.com/realisations/hoffmann-green-cement-technologies/,0,0,0.00,0.01,1130000,"[67,54,54,44,54,67,54,44,54,36,44,54]",2023-06-16,"Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, FAQ, Find results on, Twitter carousel, Indented, Related searches",commercial,Organic
chantier de l'atlantique saint-nazaire,52,62,90,25,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-stx/,0,0,0.00,0,982000,"[0,0,0,0,66,100,54,2,0,4,0,0]",2023-06-25,"Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
centre gustave roussy,14,14,210,46,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-institut-gustave-roussy/,0,0,0.00,0.01,651000,"[65,80,80,65,80,100,65,80,100,80,80,65]",2023-06-11,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",navigational,Organic
plan vestiaire de football,12,12,50,2,0.78,https://www.cougnaud-construction.com/realisations/vestiaires-sportifs/,0,0,0.00,0.09,1910000,"[14,14,14,14,14,78,78,78,14,14,14,64]",2023-06-01,"Image pack, Image, Indented, Related searches",informational,Organic
bio 11 carcassonne,28,28,90,23,0.00,https://www.cougnaud-construction.com/realisations/laboratoire-medicale-carcasonne/,0,0,0.00,0,2360000,"[19,34,34,26,42,42,42,34,34,26,53,19]",2023-06-20,"Knowledge panel, Image pack, Reviews, Indented, Related searches","informational, transactional",Organic
constrution,79,79,170,61,0.82,https://www.cougnaud-construction.com/,0,0,0.00,0.01,3170000000,"[35,0,44,44,23,66,23,11,35,3,8,15]",2023-05-29,"Instant answer, Knowledge panel, Local pack, Top stories, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
pompe a chaleur aizenay,68,68,40,9,0.00,https://www.cougnaud-construction.com/realisations/salle-polyvalente-aizenay/,0,0,0.00,0.11,99,"[18,63,36,81,18,63,100,63,18,18,18,18]",2023-06-19,"Knowledge panel, Image pack, Reviews, Ads bottom, Indented","navigational, transactional",Organic
maison bleue creche,61,61,480,41,0.54,https://www.cougnaud-construction.com/realisations/maison-bleue-saint-cyr/,0,0,0.00,0.12,95,"[66,81,66,54,81,81,54,54,100,66,81,66]",2023-06-24,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, Ads top, People also ask, Indented, Related searches",navigational,Organic
saint-exupéry collège,41,41,480,37,0.00,https://www.cougnaud-construction.com/realisations/college-saint-exupery/,0,0,0.00,0,1320000,"[21,21,21,59,100,72,59,59,72,48,72,48]",2023-06-13,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, FAQ, Find results on, Indented, Related searches",informational,Organic
lycée george de la tour nancy,28,28,590,30,0.00,https://www.cougnaud-construction.com/realisations/college-lycee-g-de-la-tour/,0,0,0.00,0,94,"[76,100,67,67,36,30,36,13,45,55,45,30]",2023-06-21,"Knowledge panel, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
ch henri laborit,31,31,110,28,0.00,https://www.cougnaud-construction.com/realisations/etablissement-de-sante-poitiers/,0,0,0.00,0,95,"[78,78,78,64,78,78,78,78,78,100,78,78]",2023-06-14,"Knowledge panel, Image pack, Sitelinks, Reviews, FAQ, Indented, Related searches",navigational,Organic
vestiaires pmr,69,69,50,3,1.82,https://www.cougnaud-construction.com/realisations/vestiaire-saint-mars-du-desert/,0,0,0.00,0.63,636000,"[63,81,63,45,9,9,18,63,100,81,18,0]",2023-06-24,"Image pack, Reviews, Image, Indented, Related searches",informational,Organic
mairie de quincy sous senart,88,88,880,25,0.00,https://www.cougnaud-construction.com/realisations/ecole-periscolaire-quincy-sous-senart/,0,0,0.00,0,205000,"[100,100,72,59,100,100,72,72,72,72,72,72]",2023-06-23,"Knowledge panel, Image pack, Sitelinks, Reviews, Indented, Related searches",navigational,Organic
restaurant l'herbergement,55,55,140,19,0.00,https://www.cougnaud-construction.com/realisations/restaurant-scolaire-l-hergement/,0,0,0.00,0,54200,"[0,7,0,11,65,65,65,80,65,65,80,100]",2023-06-22,"Local pack, Image pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
meyzieu rugby,53,53,260,21,0.00,https://www.cougnaud-construction.com/realisations/vestiaires-sportifs-club-house-meyzieu/,0,0,0.00,0,93,"[100,36,19,19,66,54,29,19,23,29,29,36]",2023-06-16,"Local pack, Sitelinks, Image, Find results on, Indented, Related searches",commercial,Organic
construction modulaire prix,28,28,50,18,1.27,https://www.cougnaud-construction.com/construction-modulaire/construction-prefabriques/bureaux-prefabriques/,0,0,0.00,0.99,3760000,"[100,100,80,100,80,100,100,100,100,60,100,80]",2023-06-09,"Sitelinks, Reviews, Featured snippet, Image, Ads bottom, Related searches","informational, navigational",Organic
cycle de vie du bois,85,85,40,15,0.00,https://www.cougnaud-construction.com/construire-reponsable/un-impact-environnemental-optimise-sur-tout-le-cycle-de-vie-du-batiment/,0,0,0.00,0,15800000,"[8,1,1,1,1,1,1,1,8,3,8,1]",2023-06-17,"Reviews, Featured snippet, People also ask, Indented, Related searches",informational,Organic
collège saint exupery vincennes,15,15,1300,32,0.00,https://www.cougnaud-construction.com/realisations/college-saint-exupery/,0,0,0.00,0,86,"[7,66,24,41,100,66,54,41,100,54,66,41]",2023-06-20,"Local pack, Sitelinks, Reviews, Find results on, Indented, Related searches","commercial, navigational",Organic
vallourec aulnoye,69,69,90,23,0.00,https://www.cougnaud-construction.com/realisations/batiment-administratif/,0,0,0.00,0,88,"[52,9,9,9,9,52,52,52,80,52,66,52]",2023-06-13,"Local pack, Image pack, Reviews, Image, Video Carousel, Indented, Related searches",navigational,Organic
centre technique municipal la roche sur yon,40,40,40,14,0.00,https://www.cougnaud-construction.com/mentions-legales/,0,0,0.00,0,78,"[18,100,100,18,18,18,18,18,18,27,18,18]",2023-05-30,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches",informational,Organic
pad architectes,50,50,70,23,0.00,https://www.cougnaud-construction.com/realisations/cougnaud-campus/,0,0,0.00,0,362000,"[64,64,21,28,35,28,28,100,35,35,50,50]",2023-06-12,"Knowledge panel, Image pack, Sitelinks, Reviews, FAQ, Related searches",navigational,Organic
radiateur lancey capella prix,44,44,40,10,0.89,https://www.cougnaud-construction.com/accelerons-palmares-du-concours/,0,0,0.00,1,53,"[0,0,0,0,0,0,100,66,14,19,14,9]",2023-06-05,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches",transactional,Organic
fob definition,55,55,110,19,0.00,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/construction-bois/ossature-bois/fob/,0,0,0.00,0,10300000,"[82,64,41,41,64,64,64,64,52,64,82,82]",2023-06-23,"Instant answer, Knowledge panel, Reviews, People also ask, Indented, Related searches",informational,Organic
salle de fete lieusaint,18,18,50,21,0.40,https://www.cougnaud-construction.com/realisations/salle-polyvalente/,0,0,0.00,0.21,92,"[7,11,7,15,42,42,42,11,19,15,7,15]",2023-06-05,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
calvi lyon,73,73,90,24,0.26,https://www.cougnaud-construction.com/realisations/hebergement-et-stockage/,0,0,0.00,0.33,3050000,"[15,23,35,35,8,3,3,3,11,3,8,15]",2023-06-03,"Instant answer, Image pack, Reviews, Image, Flights, Indented, Related searches",informational,Organic
boulangerie vacon vignot,13,13,40,19,0.00,https://www.cougnaud-construction.com/boulangerie-vacon/,0,0,0.00,0,72,"[100,22,22]",2023-06-04,"Knowledge panel, Reviews, Image, Indented",informational,Organic
recey,45,45,210,23,0.00,https://www.cougnaud-construction.com/temoignage-recey-sur-ource/,0,0,0.00,0.01,340000,"[80,80,80,80,80,80,65,100,65,80,65,80]",2023-06-04,"Image pack, Sitelinks, Reviews, Image, FAQ, Address pack, Related searches",informational,Organic
bilan carbone matériaux construction,72,72,50,19,0.78,https://www.cougnaud-construction.com/construction-modulaire/bois-metal-beton/reglementation/re-2020/empreinte-carbone/,0,0,0.00,0.24,1070000,"[2,2,2,2,2,2,9,6,6,9,15,12]",2023-05-31,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
lycee de vincennes,62,62,70,30,0.00,https://www.cougnaud-construction.com/ouverture-college-vincennes/,0,0,0.00,0,1900000,"[2,6,6,4,2,10,4,2,2,100,29,18]",2023-05-30,"Local pack, Reviews, Image, People also ask, Find results on, Indented, Related searches",commercial,Organic
chs mazurelle,44,43,390,36,0.00,https://www.cougnaud-construction.com/realisations/restauration-dentreprise-ch-georges-mazurelle/,0,0,0.00,0,85,"[66,66,66,54,66,81,81,66,66,81,100,66]",2023-06-25,"Knowledge panel, Sitelinks, Reviews, Image, Twitter carousel, Indented, Related searches",navigational,Organic
notaire dompierre sur yon,74,74,40,18,0.00,https://www.cougnaud-construction.com/realisations/office-notarial/,0,0,0.00,0,79,"[2,6,1,1,6,2,1,1,1,1,1,1]",2023-06-20,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
ciment decarbone,96,96,70,15,0.83,https://www.cougnaud-construction.com/realisations/hoffmann-green-cement-technologies/,0,0,0.00,0.57,1930000,"[45,45,45,27,45,100,45,18,0,100,81,100]",2023-06-17,"Image pack, Reviews, Image, Video Carousel, People also ask, Related searches, See results about",informational,Organic
